order_id,order_date,customer_id,customer_name,customer_email,product_id,product_name,category_id,category_name,quantity,unit_price,line_total,order_total
31,2025-06-16,17,David Clark,bhouse@example.com,61,Actually List,6,Several,4,272.62,1090.48,2309.1
32,2024-05-21,128,Emily Gordon,urandolph@example.com,88,Edge Drug,15,Hour,3,220.79,662.37,662.37
33,2025-06-10,87,Robert Vazquez,patricia40@example.org,165,Travel Mention,13,Past,4,278.11,1112.44,1750.09
33,2025-06-10,87,Robert Vazquez,patricia40@example.org,44,Remember That,2,Deal,2,60.36,120.72,1750.09
33,2025-06-10,87,Robert Vazquez,patricia40@example.org,270,Hair Card,8,Nor,2,185.64,371.28,1750.09
33,2025-06-10,87,Robert Vazquez,patricia40@example.org,76,Director Standard,14,Break,3,48.55,145.64999999999998,1750.09
34,2024-05-03,116,Katherine Navarro MD,michele39@example.com,255,Rate Car,20,Mind,1,292.68,292.68,2022.04
34,2024-05-03,116,Katherine Navarro MD,michele39@example.com,261,Century Herself,7,Phone,4,432.34,1729.36,2022.04
35,2024-07-27,154,Elizabeth Griffin,juliajackson@example.com,64,Bank Area,18,Strong,4,274.98,1099.92,3412.28
35,2024-07-27,154,Elizabeth Griffin,juliajackson@example.com,153,Identify Answer,19,Different,1,476.91,476.91,3412.28
35,2024-07-27,154,Elizabeth Griffin,juliajackson@example.com,145,In Benefit,7,Phone,2,355.78,711.56,3412.28
35,2024-07-27,154,Elizabeth Griffin,juliajackson@example.com,236,Play One,1,Have,3,374.63,1123.8899999999999,3412.28
36,2025-09-08,2,Roger Young,butlerjerry@example.com,27,North Man,4,Choice,1,285.09,285.09,285.09
37,2025-02-18,81,Jordan Tucker,cordovamelissa@example.org,44,Remember That,2,Deal,4,60.36,241.44,2737.21
37,2025-02-18,81,Jordan Tucker,cordovamelissa@example.org,71,Party Example,10,President,2,84.14,168.28,2737.21
37,2025-02-18,81,Jordan Tucker,cordovamelissa@example.org,135,Establish Heavy,16,The,3,342.38,1027.1399999999999,2737.21
37,2025-02-18,81,Jordan Tucker,cordovamelissa@example.org,82,Protect Want,2,Deal,3,433.45,1300.35,2737.21
38,2024-02-11,108,Henry Campbell,wacevedo@example.net,172,Join Listen,5,Peace,3,212.91,638.73,638.73
39,2024-05-31,143,Darren Leon,matthew89@example.com,239,Truth Move,12,Who,4,274.02,1096.08,3590.37
39,2024-05-31,143,Darren Leon,matthew89@example.com,171,Foot Arm,9,Wind,4,329.11,1316.44,3590.37
39,2024-05-31,143,Darren Leon,matthew89@example.com,173,Water Option,20,Mind,2,96.07,192.14,3590.37
39,2024-05-31,143,Darren Leon,matthew89@example.com,208,Water Government,19,Different,3,328.57,985.71,3590.37
40,2023-12-05,59,Jeffrey Garcia,kristenalvarez@example.com,69,Blue Answer,7,Phone,4,70.13,280.52,2706.01
40,2023-12-05,59,Jeffrey Garcia,kristenalvarez@example.com,122,Myself Guy,14,Break,2,315.45,630.9,2706.01
40,2023-12-05,59,Jeffrey Garcia,kristenalvarez@example.com,256,Tell Behavior,14,Break,4,197.05,788.2,2706.01
40,2023-12-05,59,Jeffrey Garcia,kristenalvarez@example.com,77,Represent Similar,19,Different,4,163.15,652.6,2706.01
40,2023-12-05,59,Jeffrey Garcia,kristenalvarez@example.com,84,Change Offer,2,Deal,1,353.79,353.79,2706.01
41,2025-10-17,77,Barbara Berry,melissaoneal@example.org,283,Two Bar,1,Have,4,218.21,872.84,1709.68
41,2025-10-17,77,Barbara Berry,melissaoneal@example.org,19,Ten Establish,19,Different,4,209.21,836.84,1709.68
42,2024-03-23,99,Johnny Hernandez,bartonchristian@example.net,35,Join Woman,4,Choice,4,29.96,119.84,119.84
43,2024-07-06,146,Jerry Moore,megansmith@example.org,239,Truth Move,12,Who,2,274.02,548.04,5141.64
43,2024-07-06,146,Jerry Moore,megansmith@example.org,176,Federal Pattern,10,President,2,355.92,711.84,5141.64
43,2024-07-06,146,Jerry Moore,megansmith@example.org,232,Feel End,6,Several,4,495.28,1981.12,5141.64
43,2024-07-06,146,Jerry Moore,megansmith@example.org,145,In Benefit,7,Phone,3,355.78,1067.34,5141.64
43,2024-07-06,146,Jerry Moore,megansmith@example.org,36,Camera Prove,11,Young,2,416.65,833.3,5141.64
44,2025-05-06,11,Jennifer Rodriguez,robin21@example.com,263,Onto Require,5,Peace,2,175.85,351.7,351.7
45,2025-05-21,104,Stephen Kelley,vgallagher@example.net,20,Lead Contain,6,Several,2,189.84,379.68,1201.74
45,2025-05-21,104,Stephen Kelley,vgallagher@example.net,239,Truth Move,12,Who,3,274.02,822.06,1201.74
46,2025-06-11,187,Robert Davis,jonathan74@example.org,114,Focus Early,15,Hour,4,152.59,610.36,1682.97
46,2025-06-11,187,Robert Davis,jonathan74@example.org,88,Edge Drug,15,Hour,3,220.79,662.37,1682.97
46,2025-06-11,187,Robert Davis,jonathan74@example.org,143,Too Teach,19,Different,1,250.12,250.12,1682.97
46,2025-06-11,187,Robert Davis,jonathan74@example.org,151,Maybe Community,3,One,4,40.03,160.12,1682.97
47,2024-07-15,25,Mariah Parker,hle@example.com,157,Each Program,11,Young,3,450.37,1351.1100000000001,3459.1
47,2024-07-15,25,Mariah Parker,hle@example.com,129,Water Another,2,Deal,4,303.9,1215.6,3459.1
47,2024-07-15,25,Mariah Parker,hle@example.com,204,Civil Officer,5,Peace,1,404.78,404.78,3459.1
47,2024-07-15,25,Mariah Parker,hle@example.com,173,Water Option,20,Mind,4,96.07,384.28,3459.1
47,2024-07-15,25,Mariah Parker,hle@example.com,185,Congress Party,7,Phone,1,103.33,103.33,3459.1
48,2025-11-03,37,Gregory Johnston,samanthawalker@example.net,287,Would Real,6,Several,3,403.84,1211.52,3623.24
48,2025-11-03,37,Gregory Johnston,samanthawalker@example.net,253,Tell Miss,19,Different,2,292.29,584.58,3623.24
48,2025-11-03,37,Gregory Johnston,samanthawalker@example.net,61,Actually List,6,Several,1,272.62,272.62,3623.24
48,2025-11-03,37,Gregory Johnston,samanthawalker@example.net,203,Establish Yourself,6,Several,4,388.63,1554.52,3623.24
49,2024-05-21,99,Johnny Hernandez,bartonchristian@example.net,142,Him Baby,5,Peace,4,93.26,373.04,875.46
49,2024-05-21,99,Johnny Hernandez,bartonchristian@example.net,202,Professor Effort,4,Choice,1,14.35,14.35,875.46
49,2024-05-21,99,Johnny Hernandez,bartonchristian@example.net,65,Benefit Real,4,Choice,1,488.07,488.07,875.46
50,2025-02-23,125,Emily Peterson,misty86@example.com,53,Certainly Arrive,2,Deal,2,191.27,382.54,382.54
51,2025-05-29,155,Michael Baxter,davidsilva@example.com,132,Wind Glass,18,Strong,2,450.02,900.04,4595.01
51,2025-05-29,155,Michael Baxter,davidsilva@example.com,190,Lawyer Head,1,Have,1,424.43,424.43,4595.01
51,2025-05-29,155,Michael Baxter,davidsilva@example.com,121,Four Eye,20,Mind,3,343.22,1029.66,4595.01
51,2025-05-29,155,Michael Baxter,davidsilva@example.com,260,Important Forward,15,Hour,4,282.09,1128.36,4595.01
51,2025-05-29,155,Michael Baxter,davidsilva@example.com,188,Student Sign,1,Have,4,278.13,1112.52,4595.01
52,2024-02-11,78,Richard Smith,joseph57@example.com,231,Travel Strong,5,Peace,2,84.5,169.0,967.9
52,2024-02-11,78,Richard Smith,joseph57@example.com,206,Seat Town,10,President,1,415.22,415.22,967.9
52,2024-02-11,78,Richard Smith,joseph57@example.com,275,Former Different,9,Wind,4,79.09,316.36,967.9
52,2024-02-11,78,Richard Smith,joseph57@example.com,31,Effect Character,7,Phone,3,22.44,67.32000000000001,967.9
53,2024-10-24,15,Lee Wilson,danielle30@example.net,102,New Recognize,12,Who,4,291.98,1167.92,2502.52
53,2024-10-24,15,Lee Wilson,danielle30@example.net,154,Talk Word,2,Deal,2,228.28,456.56,2502.52
53,2024-10-24,15,Lee Wilson,danielle30@example.net,255,Rate Car,20,Mind,3,292.68,878.04,2502.52
54,2024-01-09,47,Glenn Holmes,debrafoster@example.com,66,Space Practice,7,Phone,2,27.28,54.56,370.92
54,2024-01-09,47,Glenn Holmes,debrafoster@example.com,275,Former Different,9,Wind,4,79.09,316.36,370.92
55,2025-07-19,61,Henry Hogan,johnortiz@example.net,155,Interest Congress,6,Several,4,146.02,584.08,2374.19
55,2025-07-19,61,Henry Hogan,johnortiz@example.net,55,Result Bad,9,Wind,3,397.85,1193.5500000000002,2374.19
55,2025-07-19,61,Henry Hogan,johnortiz@example.net,59,Involve Rule,9,Wind,1,56.05,56.05,2374.19
55,2025-07-19,61,Henry Hogan,johnortiz@example.net,62,Stage Bit,5,Peace,3,180.17,540.51,2374.19
56,2023-11-17,173,Cynthia Berger,hvasquez@example.org,6,Plan Discussion,7,Phone,2,434.61,869.22,1766.5
56,2023-11-17,173,Cynthia Berger,hvasquez@example.org,266,Second With,2,Deal,2,371.78,743.56,1766.5
56,2023-11-17,173,Cynthia Berger,hvasquez@example.org,167,Central Music,17,Support,2,76.86,153.72,1766.5
57,2025-07-01,198,Rebecca Kaufman,amandarivers@example.org,236,Play One,1,Have,4,374.63,1498.52,2183.36
57,2025-07-01,198,Rebecca Kaufman,amandarivers@example.org,154,Talk Word,2,Deal,3,228.28,684.84,2183.36
58,2025-07-02,60,Jacqueline Lopez,jacksongina@example.net,196,Community Bill,9,Wind,4,469.6,1878.4,1878.4
59,2025-06-26,198,Rebecca Kaufman,amandarivers@example.org,249,Fill Show,6,Several,4,378.8,1515.2,3591.64
59,2025-06-26,198,Rebecca Kaufman,amandarivers@example.org,291,Imagine Indeed,18,Strong,1,181.18,181.18,3591.64
59,2025-06-26,198,Rebecca Kaufman,amandarivers@example.org,9,Here But,4,Choice,3,133.91,401.73,3591.64
59,2025-06-26,198,Rebecca Kaufman,amandarivers@example.org,210,Total Everyone,13,Past,3,383.33,1149.99,3591.64
59,2025-06-26,198,Rebecca Kaufman,amandarivers@example.org,238,Figure A,17,Support,2,171.77,343.54,3591.64
60,2024-03-19,51,Edwin Lindsey,nicole50@example.com,56,Hit Clear,4,Choice,4,61.81,247.24,247.24
61,2024-07-14,85,Paige Saunders,reederica@example.com,159,West Wind,4,Choice,2,278.1,556.2,1060.95
61,2024-07-14,85,Paige Saunders,reederica@example.com,174,Tend Music,1,Have,3,136.09,408.27,1060.95
61,2024-07-14,85,Paige Saunders,reederica@example.com,252,Travel Avoid,12,Who,4,24.12,96.48,1060.95
62,2025-01-17,4,Emily Simon,aatkinson@example.net,93,Help Exist,12,Who,3,419.91,1259.73,3642.46
62,2025-01-17,4,Emily Simon,aatkinson@example.net,229,Nothing Develop,4,Choice,3,478.71,1436.1299999999999,3642.46
62,2025-01-17,4,Emily Simon,aatkinson@example.net,185,Congress Party,7,Phone,4,103.33,413.32,3642.46
62,2025-01-17,4,Emily Simon,aatkinson@example.net,164,History Involve,2,Deal,1,338.36,338.36,3642.46
62,2025-01-17,4,Emily Simon,aatkinson@example.net,247,Role Per,19,Different,2,97.46,194.92,3642.46
63,2024-06-25,11,Jennifer Rodriguez,robin21@example.com,86,Up Form,15,Hour,4,7.44,29.76,29.76
64,2025-02-17,150,Jill Reese,floydallison@example.org,289,Fight Assume,10,President,2,337.78,675.56,1150.15
64,2025-02-17,150,Jill Reese,floydallison@example.org,23,Occur Still,15,Hour,1,312.59,312.59,1150.15
64,2025-02-17,150,Jill Reese,floydallison@example.org,14,Thank Question,5,Peace,2,81.0,162.0,1150.15
65,2023-12-11,128,Emily Gordon,urandolph@example.com,212,Energy Usually,12,Who,3,164.83,494.49,4440.45
65,2023-12-11,128,Emily Gordon,urandolph@example.com,283,Two Bar,1,Have,4,218.21,872.84,4440.45
65,2023-12-11,128,Emily Gordon,urandolph@example.com,244,Occur Traditional,7,Phone,4,380.18,1520.72,4440.45
65,2023-12-11,128,Emily Gordon,urandolph@example.com,96,See Want,4,Choice,2,484.16,968.32,4440.45
65,2023-12-11,128,Emily Gordon,urandolph@example.com,155,Interest Congress,6,Several,4,146.02,584.08,4440.45
66,2024-01-14,37,Gregory Johnston,samanthawalker@example.net,267,These Include,7,Phone,3,80.88,242.64,512.21
66,2024-01-14,37,Gregory Johnston,samanthawalker@example.net,280,Response Somebody,18,Strong,1,269.57,269.57,512.21
67,2025-02-02,76,Hailey Allen,lee45@example.net,219,Could Kid,1,Have,2,297.5,595.0,595.0
68,2023-12-07,189,Kyle Berry,andrewshah@example.net,116,Real Successful,4,Choice,4,32.13,128.52,3898.52
68,2023-12-07,189,Kyle Berry,andrewshah@example.net,98,Born Near,7,Phone,4,367.23,1468.92,3898.52
68,2023-12-07,189,Kyle Berry,andrewshah@example.net,231,Travel Strong,5,Peace,4,84.5,338.0,3898.52
68,2023-12-07,189,Kyle Berry,andrewshah@example.net,225,Onto Imagine,15,Hour,4,490.77,1963.08,3898.52
69,2024-04-05,27,Beverly Torres,valenzuelajean@example.org,292,Turn Consumer,1,Have,3,184.28,552.84,2104.78
69,2024-04-05,27,Beverly Torres,valenzuelajean@example.org,147,Direction Big,10,President,3,367.81,1103.43,2104.78
69,2024-04-05,27,Beverly Torres,valenzuelajean@example.org,278,Large Fill,8,Nor,1,448.51,448.51,2104.78
70,2025-02-20,23,Wendy Cook,brittany08@example.org,180,Level Catch,15,Hour,3,204.52,613.5600000000001,1254.61
70,2025-02-20,23,Wendy Cook,brittany08@example.org,70,Student Democrat,20,Mind,1,449.78,449.78,1254.61
70,2025-02-20,23,Wendy Cook,brittany08@example.org,53,Certainly Arrive,2,Deal,1,191.27,191.27,1254.61
71,2023-12-10,52,Emily Mays,angelazimmerman@example.com,120,Girl Radio,1,Have,1,304.51,304.51,304.51
72,2024-03-12,45,Debra Schroeder,laurieclark@example.com,181,Soldier It,19,Different,1,290.32,290.32,932.12
72,2024-03-12,45,Debra Schroeder,laurieclark@example.com,95,Song Color,11,Young,2,320.9,641.8,932.12
73,2025-01-21,14,Dr. Stephanie Cannon,pcraig@example.org,37,Indicate Value,13,Past,3,296.88,890.64,4422.44
73,2025-01-21,14,Dr. Stephanie Cannon,pcraig@example.org,75,Air Ability,2,Deal,2,463.55,927.1,4422.44
73,2025-01-21,14,Dr. Stephanie Cannon,pcraig@example.org,45,Keep Response,8,Nor,2,297.97,595.94,4422.44
73,2025-01-21,14,Dr. Stephanie Cannon,pcraig@example.org,135,Establish Heavy,16,The,4,342.38,1369.52,4422.44
73,2025-01-21,14,Dr. Stephanie Cannon,pcraig@example.org,215,Hold Ago,1,Have,2,319.62,639.24,4422.44
74,2025-07-17,163,Lindsay Crawford,antoniocoleman@example.com,124,Six Series,5,Peace,3,129.47,388.40999999999997,821.86
74,2025-07-17,163,Lindsay Crawford,antoniocoleman@example.com,82,Protect Want,2,Deal,1,433.45,433.45,821.86
75,2025-06-06,159,Abigail Stevens,heatherquinn@example.net,273,Condition According,16,The,4,12.43,49.72,3314.96
75,2025-06-06,159,Abigail Stevens,heatherquinn@example.net,212,Energy Usually,12,Who,4,164.83,659.32,3314.96
75,2025-06-06,159,Abigail Stevens,heatherquinn@example.net,232,Feel End,6,Several,2,495.28,990.56,3314.96
75,2025-06-06,159,Abigail Stevens,heatherquinn@example.net,287,Would Real,6,Several,4,403.84,1615.36,3314.96
76,2024-03-03,83,Alexis Everett,grichards@example.com,95,Song Color,11,Young,2,320.9,641.8,1524.63
76,2024-03-03,83,Alexis Everett,grichards@example.com,1,Focus Issue,7,Phone,1,350.69,350.69,1524.63
76,2024-03-03,83,Alexis Everett,grichards@example.com,264,Woman Mission,20,Mind,3,177.38,532.14,1524.63
77,2025-07-08,17,David Clark,bhouse@example.com,175,General Those,15,Hour,3,483.49,1450.47,1450.47
78,2025-07-29,160,Zachary Mclaughlin,boonejamie@example.com,61,Actually List,6,Several,1,272.62,272.62,4918.74
78,2025-07-29,160,Zachary Mclaughlin,boonejamie@example.com,277,Oil Stay,10,President,1,146.65,146.65,4918.74
78,2025-07-29,160,Zachary Mclaughlin,boonejamie@example.com,82,Protect Want,2,Deal,4,433.45,1733.8,4918.74
78,2025-07-29,160,Zachary Mclaughlin,boonejamie@example.com,119,South Act,15,Hour,4,384.12,1536.48,4918.74
78,2025-07-29,160,Zachary Mclaughlin,boonejamie@example.com,250,Your Physical,7,Phone,3,409.73,1229.19,4918.74
79,2025-03-09,85,Paige Saunders,reederica@example.com,179,Past Parent,11,Young,4,463.55,1854.2,5548.44
79,2025-03-09,85,Paige Saunders,reederica@example.com,148,Hot South,3,One,4,295.93,1183.72,5548.44
79,2025-03-09,85,Paige Saunders,reederica@example.com,112,Professional Defense,16,The,2,483.26,966.52,5548.44
79,2025-03-09,85,Paige Saunders,reederica@example.com,33,Local Population,10,President,4,386.0,1544.0,5548.44
80,2024-08-15,91,Jose Frazier,greghale@example.net,62,Stage Bit,5,Peace,2,180.17,360.34,3119.98
80,2024-08-15,91,Jose Frazier,greghale@example.net,70,Student Democrat,20,Mind,1,449.78,449.78,3119.98
80,2024-08-15,91,Jose Frazier,greghale@example.net,52,Call Affect,18,Strong,2,497.65,995.3,3119.98
80,2024-08-15,91,Jose Frazier,greghale@example.net,295,Yard Conference,6,Several,4,328.64,1314.56,3119.98
81,2024-04-27,92,James Hill,jasminewright@example.com,223,President Them,5,Peace,3,112.6,337.79999999999995,337.8
82,2024-10-11,37,Gregory Johnston,samanthawalker@example.net,26,Guy Itself,12,Who,2,441.62,883.24,2780.31
82,2024-10-11,37,Gregory Johnston,samanthawalker@example.net,75,Air Ability,2,Deal,3,463.55,1390.65,2780.31
82,2024-10-11,37,Gregory Johnston,samanthawalker@example.net,42,Tv Enter,4,Choice,1,442.16,442.16,2780.31
82,2024-10-11,37,Gregory Johnston,samanthawalker@example.net,116,Real Successful,4,Choice,2,32.13,64.26,2780.31
83,2024-10-08,160,Zachary Mclaughlin,boonejamie@example.com,149,Around Away,14,Break,3,344.17,1032.51,2495.78
